transaction_id,account_id,transaction_date,transaction_type,amount,description
4670,285,2024-11-27,Withdrawal,26125.54,Cash Deposit
4671,150,2024-06-24,Withdrawal,7825.19,Cash Deposit
4672,343,2023-02-26,Deposit,63186.97,ATM
4673,326,2024-08-28,Deposit,65767.06,Online Transfer
4674,1878,2025-05-27,Withdrawal,95466.11,Cash Deposit
4675,1635,2024-08-22,Withdrawal,77333.87,ATM
4676,612,2024-01-09,Withdrawal,62067.11,NEFT
4677,346,2024-12-24,Deposit,28359.36,POS
4678,1868,2023-07-22,Deposit,16881.42,IMPS
4679,1642,2024-08-21,Withdrawal,62350.11,Cash Deposit
4680,1543,2023-02-27,Withdrawal,90783.58,NEFT
4681,1270,2023-11-25,Deposit,13842.69,NEFT
4682,1061,2024-01-05,Withdrawal,71517.57,NEFT
4683,1487,2024-06-17,Deposit,47597.01,ATM
4684,262,2023-01-18,Deposit,64489.05,NEFT
4685,1497,2025-06-03,Deposit,12329.61,IMPS
4686,1275,2023-04-16,Withdrawal,5108.78,ATM
4687,71,2025-04-24,Deposit,32006.18,Cash Deposit
4688,534,2025-01-06,Deposit,89865.04,ATM
4689,831,2023-10-19,Withdrawal,21103.14,UPI
4690,1546,2023-07-09,Withdrawal,64857.01,ATM
4691,1671,2025-04-24,Deposit,21792.1,ATM
4692,1537,2024-05-11,Withdrawal,32682.97,Online Transfer
4693,49,2024-10-03,Deposit,38459.29,IMPS
4694,713,2023-01-16,Deposit,55150.16,NEFT
4695,181,2023-07-03,Deposit,13290.63,NEFT
4696,1761,2024-01-13,Deposit,27548.0,NEFT
4697,1655,2025-02-02,Deposit,89359.84,ATM
4698,1245,2025-04-12,Deposit,84239.67,NEFT
4699,1581,2023-07-07,Deposit,88128.49,ATM
4700,685,2024-10-07,Withdrawal,20066.6,Online Transfer
4701,1241,2025-04-07,Withdrawal,87113.5,ATM
4702,31,2023-06-27,Withdrawal,26914.77,IMPS
4703,1051,2023-09-14,Deposit,2839.02,POS
4704,1879,2023-12-19,Deposit,68756.66,UPI
4705,561,2023-11-14,Deposit,24649.31,Cash Deposit
4706,286,2024-03-10,Withdrawal,96857.92,POS
4707,1796,2023-08-22,Deposit,47667.52,IMPS
4708,1226,2024-01-06,Deposit,39218.19,Online Transfer
4709,388,2024-09-05,Deposit,94632.25,NEFT
4710,572,2023-12-15,Deposit,42842.3,POS
4711,1255,2023-03-18,Deposit,22883.23,NEFT
4712,1261,2025-04-27,Withdrawal,4926.03,POS
4713,72,2023-12-07,Deposit,31362.23,IMPS
4714,834,2024-05-02,Withdrawal,17790.65,Cash Deposit
4715,1436,2023-02-23,Deposit,27279.64,NEFT
4716,1645,2024-11-18,Withdrawal,40535.65,POS
4717,1997,2025-03-27,Withdrawal,27887.31,IMPS
4718,942,2023-05-29,Deposit,61554.37,IMPS
4719,1493,2024-12-16,Withdrawal,24111.71,IMPS
4720,3,2023-03-11,Deposit,12046.17,Online Transfer
4721,1595,2025-04-30,Withdrawal,29362.91,UPI
4722,792,2024-08-24,Deposit,59547.1,Cash Deposit
4723,1762,2023-05-15,Deposit,95088.68,ATM
4724,1562,2023-12-25,Withdrawal,24623.81,POS
4725,1347,2023-06-21,Withdrawal,52754.12,ATM
4726,1468,2023-02-09,Withdrawal,23510.68,ATM
4727,916,2024-12-28,Deposit,93765.76,ATM
4728,1914,2024-11-26,Deposit,70595.71,ATM
4729,1640,2024-04-10,Withdrawal,67873.06,Cash Deposit
4730,621,2024-06-12,Deposit,8611.49,POS
4731,1536,2023-10-25,Withdrawal,73885.28,ATM
4732,1899,2023-09-21,Deposit,16972.35,Online Transfer
4733,231,2025-06-09,Withdrawal,64999.46,Cash Deposit
4734,86,2023-02-04,Deposit,38989.04,ATM
4735,1681,2023-09-07,Deposit,53986.31,NEFT
4736,86,2024-05-01,Withdrawal,80969.88,POS
4737,68,2024-06-25,Withdrawal,62075.71,ATM
4738,231,2025-03-24,Withdrawal,92297.34,IMPS
4739,282,2023-03-02,Withdrawal,47527.84,POS
4740,1916,2025-03-30,Deposit,97068.88,Cash Deposit
4741,1897,2024-07-15,Withdrawal,37500.19,UPI
4742,1084,2023-04-20,Withdrawal,61978.43,IMPS
4743,122,2023-07-28,Deposit,234.45,IMPS
4744,652,2023-02-26,Withdrawal,81857.2,NEFT
4745,959,2023-03-19,Deposit,89077.33,NEFT
4746,180,2025-04-03,Deposit,11868.08,POS
4747,450,2023-11-08,Withdrawal,78668.34,UPI
4748,1883,2024-03-23,Deposit,63208.86,Cash Deposit
4749,167,2023-11-01,Deposit,29278.87,IMPS
4750,1850,2024-03-03,Withdrawal,93995.01,ATM
4751,25,2024-03-22,Withdrawal,85080.84,IMPS
4752,1305,2024-06-02,Withdrawal,83009.69,Cash Deposit
4753,1843,2023-01-08,Deposit,41173.71,NEFT
4754,202,2024-10-20,Deposit,41015.09,NEFT
4755,474,2023-07-15,Deposit,79974.98,Online Transfer
4756,113,2025-01-24,Deposit,62709.5,Online Transfer
4757,661,2023-11-01,Deposit,55036.44,Cash Deposit
4758,760,2025-05-02,Deposit,18144.38,Cash Deposit
4759,1614,2023-09-01,Withdrawal,24382.02,IMPS
4760,1404,2024-10-23,Deposit,5564.12,UPI
4761,483,2024-07-16,Withdrawal,25303.18,POS
4762,533,2025-04-19,Deposit,88635.72,NEFT
4763,734,2023-04-12,Withdrawal,31434.38,IMPS
4764,1287,2024-09-01,Deposit,4731.99,ATM
4765,1052,2024-05-21,Deposit,8538.54,IMPS
4766,418,2024-03-29,Withdrawal,65687.52,UPI
4767,1735,2024-05-28,Withdrawal,64822.24,UPI
4768,1877,2024-07-27,Deposit,886.75,NEFT
4769,1983,2023-09-13,Withdrawal,26453.27,Cash Deposit
4770,1149,2024-02-11,Withdrawal,94373.44,POS
4771,92,2025-06-11,Withdrawal,66101.45,IMPS
4772,1886,2024-06-01,Withdrawal,19358.03,Cash Deposit
4773,213,2025-03-21,Withdrawal,61097.13,Online Transfer
4774,36,2024-08-01,Withdrawal,70673.97,POS
4775,1419,2025-04-07,Deposit,19138.59,IMPS
4776,683,2024-01-20,Withdrawal,36823.39,Cash Deposit
4777,655,2023-01-18,Deposit,18020.2,Online Transfer
4778,515,2024-02-01,Deposit,24726.68,IMPS
4779,1856,2023-09-26,Withdrawal,83005.26,Cash Deposit
4780,1263,2024-01-24,Withdrawal,67104.42,Cash Deposit
4781,1012,2024-06-07,Withdrawal,29524.64,Cash Deposit
4782,1875,2025-04-16,Withdrawal,45956.82,POS
4783,374,2024-03-19,Deposit,42522.35,UPI
4784,226,2024-12-16,Deposit,36206.8,POS
4785,153,2023-01-09,Deposit,15787.96,UPI
4786,840,2023-11-12,Deposit,61566.51,ATM
4787,176,2024-04-02,Deposit,84341.19,Cash Deposit
4788,1604,2023-03-27,Withdrawal,66794.93,Online Transfer
4789,1106,2025-03-02,Withdrawal,17743.54,IMPS
4790,350,2024-04-24,Deposit,20011.4,IMPS
4791,1733,2023-06-23,Withdrawal,14194.21,Online Transfer
4792,822,2024-03-22,Withdrawal,52871.89,IMPS
4793,1169,2023-04-12,Withdrawal,33425.17,UPI
4794,149,2024-04-24,Withdrawal,22556.32,NEFT
4795,1629,2024-12-16,Deposit,39512.11,UPI
4796,1639,2024-04-16,Deposit,17172.46,Cash Deposit
4797,1310,2024-04-14,Withdrawal,16365.92,Cash Deposit
4798,1749,2025-04-11,Withdrawal,51665.87,NEFT
4799,1010,2024-01-10,Withdrawal,4049.73,Online Transfer
4800,2,2023-12-26,Deposit,11479.95,Online Transfer
4801,891,2023-07-05,Withdrawal,2933.78,POS
4802,1055,2024-01-31,Withdrawal,18999.77,UPI
4803,1384,2023-02-22,Deposit,80918.5,POS
4804,1078,2024-07-04,Withdrawal,73456.76,ATM
4805,84,2025-04-09,Withdrawal,43342.48,IMPS
4806,469,2023-01-07,Deposit,42673.63,Cash Deposit
4807,1518,2024-03-08,Withdrawal,63892.29,Online Transfer
4808,1405,2024-12-17,Withdrawal,89935.51,IMPS
4809,1632,2023-07-09,Withdrawal,76058.68,NEFT
4810,422,2024-10-25,Withdrawal,32168.42,NEFT
4811,927,2023-04-29,Deposit,26121.12,IMPS
4812,110,2023-02-10,Deposit,84314.21,Online Transfer
4813,1355,2025-06-15,Deposit,8049.57,IMPS
4814,919,2023-07-23,Withdrawal,46554.51,IMPS
4815,911,2023-11-14,Withdrawal,2916.01,IMPS
4816,1939,2023-02-03,Deposit,49545.93,IMPS
4817,89,2024-08-23,Withdrawal,41784.76,Online Transfer
4818,1749,2024-11-04,Deposit,50998.54,IMPS
4819,1953,2024-03-27,Deposit,91769.8,Cash Deposit
4820,1844,2023-10-16,Deposit,82018.33,IMPS
4821,1389,2024-04-12,Deposit,64123.19,POS
4822,999,2025-01-26,Deposit,91336.03,IMPS
4823,1655,2023-12-26,Withdrawal,78888.9,IMPS
4824,77,2025-02-17,Withdrawal,61053.71,Online Transfer
4825,940,2023-09-22,Deposit,34266.06,UPI
4826,853,2023-11-17,Withdrawal,26608.57,POS
4827,1862,2024-06-03,Withdrawal,65340.56,IMPS
4828,1559,2023-07-18,Deposit,73543.44,Cash Deposit
4829,547,2023-02-08,Withdrawal,69205.31,Cash Deposit
4830,343,2024-11-29,Withdrawal,8813.83,POS
4831,494,2023-10-23,Withdrawal,39221.37,UPI
4832,1520,2023-05-25,Withdrawal,11135.18,POS
4833,1683,2023-03-10,Deposit,94813.77,UPI
4834,453,2025-03-12,Deposit,39763.81,UPI
4835,928,2023-03-02,Withdrawal,90828.21,NEFT
4836,683,2023-06-28,Deposit,48663.63,POS
4837,1032,2023-08-20,Withdrawal,31311.37,Online Transfer
4838,1395,2025-01-12,Withdrawal,26165.97,Online Transfer
4839,229,2024-06-25,Withdrawal,25254.93,ATM
4840,1043,2023-05-14,Deposit,28595.91,Cash Deposit
4841,626,2024-06-05,Deposit,5574.65,UPI
4842,1930,2024-04-24,Withdrawal,13141.06,ATM
4843,456,2025-04-23,Withdrawal,99201.91,NEFT
4844,788,2024-07-06,Deposit,7546.49,POS
4845,23,2024-11-23,Withdrawal,95296.75,NEFT
4846,1407,2024-08-27,Deposit,94504.64,IMPS
4847,1633,2025-01-19,Withdrawal,77567.93,ATM
4848,547,2023-01-03,Withdrawal,86858.71,UPI
4849,421,2023-10-11,Withdrawal,40627.49,UPI
4850,1438,2024-07-11,Deposit,69309.4,Cash Deposit
4851,1998,2023-07-16,Deposit,7425.02,POS
4852,802,2025-05-27,Deposit,71479.99,Cash Deposit
4853,400,2025-02-03,Deposit,87189.06,ATM
4854,1156,2023-05-15,Deposit,93259.44,Online Transfer
4855,440,2024-12-13,Deposit,5968.15,ATM
4856,1117,2023-08-24,Deposit,14819.65,UPI
4857,1158,2024-09-02,Deposit,67057.49,ATM
4858,1084,2024-12-10,Deposit,95726.93,POS
4859,1936,2024-06-16,Withdrawal,89075.18,NEFT
4860,1950,2024-06-18,Deposit,18167.83,POS
4861,704,2025-02-27,Deposit,25913.76,NEFT
4862,1593,2025-04-24,Deposit,18348.14,ATM
4863,117,2023-12-27,Deposit,29895.04,NEFT
4864,322,2024-11-21,Deposit,29417.81,Cash Deposit
4865,832,2023-04-10,Withdrawal,79778.79,NEFT
4866,1914,2025-03-15,Withdrawal,74901.16,POS
4867,1704,2023-11-10,Deposit,72624.17,Cash Deposit
4868,1675,2023-09-25,Deposit,65444.2,Cash Deposit
4869,241,2024-04-19,Deposit,95581.11,UPI
4870,628,2024-02-21,Deposit,32691.23,UPI
4871,549,2023-03-04,Withdrawal,18372.63,UPI
4872,1043,2024-09-11,Withdrawal,82592.11,IMPS
4873,1922,2023-12-17,Withdrawal,54149.29,ATM
4874,1163,2023-04-08,Withdrawal,96024.0,POS
4875,139,2023-12-27,Deposit,23514.77,ATM
4876,404,2024-05-05,Withdrawal,70040.02,IMPS
4877,1553,2023-12-31,Withdrawal,17735.46,UPI
4878,1976,2025-04-26,Withdrawal,98556.5,POS
4879,1545,2024-03-01,Deposit,82370.99,UPI
4880,1385,2023-12-31,Withdrawal,1723.63,Online Transfer
4881,1267,2024-05-27,Withdrawal,71645.49,UPI
4882,987,2024-04-22,Withdrawal,80410.86,UPI
4883,1146,2024-10-14,Withdrawal,79818.21,ATM
4884,309,2024-06-03,Deposit,37414.88,UPI
4885,1061,2024-03-23,Withdrawal,35634.58,UPI
4886,1665,2024-05-27,Withdrawal,20110.71,Online Transfer
4887,534,2023-01-25,Withdrawal,93857.76,IMPS
4888,1316,2025-04-22,Withdrawal,89743.48,Online Transfer
4889,1196,2024-07-24,Deposit,48878.47,UPI
4890,447,2025-05-30,Deposit,67662.85,NEFT
4891,950,2024-10-25,Deposit,93467.87,UPI
4892,1177,2024-12-30,Withdrawal,43625.86,NEFT
4893,1794,2024-04-08,Withdrawal,78900.47,NEFT
4894,1027,2025-04-05,Withdrawal,77632.44,Online Transfer
4895,565,2023-02-23,Deposit,79223.33,IMPS
4896,893,2023-04-16,Withdrawal,15863.36,IMPS
4897,1544,2024-12-25,Withdrawal,41231.5,IMPS
4898,921,2024-06-24,Withdrawal,89042.86,Cash Deposit
4899,316,2025-05-11,Deposit,61621.37,NEFT
4900,663,2024-10-25,Withdrawal,70883.05,Cash Deposit
4901,1395,2025-03-06,Deposit,52496.4,NEFT
4902,1793,2024-04-08,Withdrawal,70191.3,UPI
4903,470,2023-06-29,Withdrawal,92795.88,NEFT
4904,377,2025-02-28,Deposit,65639.08,ATM
4905,1536,2025-05-12,Deposit,11107.9,UPI
4906,980,2023-09-26,Withdrawal,57733.85,UPI
4907,1552,2023-01-24,Deposit,44652.22,Cash Deposit
4908,1822,2023-06-23,Deposit,6672.14,POS
4909,221,2024-12-18,Deposit,25135.06,Cash Deposit
4910,1961,2024-10-27,Deposit,69489.52,Online Transfer
4911,370,2023-12-29,Deposit,83280.35,ATM
4912,1336,2023-04-23,Withdrawal,90106.57,UPI
4913,135,2025-01-09,Deposit,47053.61,ATM
4914,1486,2025-05-31,Deposit,63686.49,IMPS
4915,1296,2024-08-14,Deposit,47241.54,UPI
4916,776,2023-03-22,Deposit,97989.83,UPI
4917,873,2024-11-24,Deposit,32733.54,NEFT
4918,775,2025-04-21,Deposit,96853.91,NEFT
4919,879,2023-02-20,Deposit,85829.59,POS
4920,1181,2024-10-30,Deposit,60068.66,IMPS
4921,553,2023-01-23,Withdrawal,20884.57,UPI
4922,104,2024-05-29,Deposit,57156.77,UPI
4923,1241,2023-06-09,Withdrawal,25757.7,ATM
4924,271,2023-07-28,Deposit,29693.04,Cash Deposit
4925,599,2024-04-14,Withdrawal,30336.05,UPI
4926,713,2024-02-24,Deposit,64371.01,Cash Deposit
4927,1695,2023-01-11,Deposit,78035.52,UPI
4928,1215,2023-07-18,Withdrawal,28918.58,POS
4929,374,2025-03-19,Withdrawal,82032.82,Cash Deposit
4930,596,2023-11-09,Deposit,99510.03,Cash Deposit
4931,1781,2023-02-03,Withdrawal,12376.33,Online Transfer
4932,1021,2023-05-13,Deposit,16160.01,POS
4933,338,2024-07-03,Deposit,63814.53,Online Transfer
4934,1306,2025-02-14,Deposit,97935.93,POS
4935,306,2024-10-19,Withdrawal,7018.17,UPI
4936,482,2023-05-24,Deposit,14384.44,UPI
4937,921,2024-02-05,Deposit,89894.42,POS
4938,1023,2023-03-17,Withdrawal,46950.42,Online Transfer
4939,1168,2023-03-10,Withdrawal,62214.42,Online Transfer
4940,41,2024-01-26,Withdrawal,39619.0,ATM
4941,1989,2024-07-07,Withdrawal,10432.87,UPI
4942,585,2024-05-04,Withdrawal,17088.56,POS
4943,266,2024-07-04,Withdrawal,58495.1,Online Transfer
4944,1328,2024-10-29,Deposit,88185.53,ATM
4945,401,2024-03-29,Withdrawal,76105.06,IMPS
4946,1713,2023-09-04,Withdrawal,87800.84,Online Transfer
4947,1816,2025-04-04,Deposit,93405.27,Online Transfer
4948,418,2025-04-08,Withdrawal,41131.7,UPI
4949,1420,2023-04-24,Deposit,32164.51,ATM
4950,564,2023-02-24,Withdrawal,29232.08,NEFT
4951,1246,2024-06-10,Withdrawal,83035.27,NEFT
4952,582,2024-03-02,Deposit,80216.78,UPI
4953,742,2024-01-29,Deposit,39039.22,Cash Deposit
4954,80,2023-06-23,Withdrawal,5917.69,NEFT
4955,688,2023-12-09,Deposit,28354.17,POS
4956,654,2023-03-25,Deposit,20860.61,ATM
4957,1503,2024-04-18,Deposit,25830.02,ATM
4958,727,2023-04-03,Withdrawal,51093.26,ATM
4959,1466,2024-06-20,Withdrawal,33297.55,Online Transfer
4960,852,2024-01-23,Withdrawal,78514.8,NEFT
4961,1066,2024-12-13,Deposit,97624.52,NEFT
4962,1435,2024-09-11,Withdrawal,21997.75,IMPS
4963,1637,2024-09-14,Withdrawal,30659.05,ATM
4964,1626,2023-07-30,Withdrawal,23829.01,UPI
4965,252,2024-05-05,Deposit,54246.37,Cash Deposit
4966,435,2025-04-15,Withdrawal,86724.41,IMPS
4967,1673,2025-01-06,Deposit,68700.36,Online Transfer
4968,733,2023-10-14,Withdrawal,38168.23,IMPS
4969,1508,2025-04-22,Deposit,64669.99,POS
4970,1906,2023-07-07,Withdrawal,64135.75,ATM
4971,1796,2023-08-19,Withdrawal,68918.12,NEFT
4972,1880,2024-12-21,Withdrawal,55799.91,POS
4973,1163,2025-02-02,Deposit,6781.4,ATM
4974,1641,2025-02-03,Deposit,35366.93,Online Transfer
4975,1102,2023-04-13,Deposit,42349.61,Cash Deposit
4976,273,2023-11-19,Withdrawal,31724.94,ATM
4977,1826,2023-01-11,Withdrawal,78879.64,Online Transfer
4978,1306,2023-05-19,Withdrawal,44636.57,Cash Deposit
4979,927,2023-11-08,Withdrawal,3628.43,ATM
4980,469,2025-01-25,Deposit,91604.08,ATM
4981,171,2023-04-12,Withdrawal,68243.24,Cash Deposit
4982,1232,2024-11-18,Withdrawal,34907.53,POS
4983,1237,2024-02-18,Withdrawal,62075.85,UPI
4984,1920,2023-02-06,Withdrawal,50616.83,Cash Deposit
4985,1664,2025-04-20,Withdrawal,73035.14,Cash Deposit
4986,633,2024-04-04,Withdrawal,64936.12,ATM
4987,1437,2025-06-13,Deposit,64440.42,ATM
4988,1417,2024-01-31,Deposit,20315.22,Online Transfer
4989,329,2024-04-13,Withdrawal,76680.01,NEFT
4990,1745,2023-10-14,Deposit,89924.85,IMPS
4991,728,2023-12-14,Withdrawal,90304.95,POS
4992,1934,2023-11-17,Withdrawal,99406.36,NEFT
4993,652,2023-12-04,Deposit,67807.77,Online Transfer
4994,330,2023-06-07,Withdrawal,75238.23,POS
4995,14,2023-05-12,Deposit,77843.42,Cash Deposit
4996,976,2023-04-14,Withdrawal,92874.22,NEFT
4997,1382,2024-09-24,Withdrawal,78956.21,NEFT
4998,1895,2024-03-21,Deposit,47028.17,POS
4999,236,2024-10-18,Deposit,19376.99,UPI
5000,1931,2024-12-28,Deposit,94679.07,IMPS
5001,49,2024-03-23,Deposit,95826.46,UPI
5002,135,2023-08-01,Deposit,44754.26,Online Transfer
5003,1791,2025-04-04,Withdrawal,23625.56,IMPS
5004,1291,2024-08-12,Deposit,34156.53,UPI
5005,1069,2024-07-03,Withdrawal,63912.86,UPI
5006,1550,2023-04-20,Withdrawal,91085.18,Online Transfer
5007,1854,2023-11-07,Deposit,65928.8,Cash Deposit
5008,1585,2023-04-24,Withdrawal,73050.62,IMPS
5009,660,2024-05-24,Deposit,39946.59,UPI
5010,314,2024-06-26,Withdrawal,82843.88,Online Transfer
5011,1919,2024-06-30,Withdrawal,51190.95,POS
5012,1825,2024-02-06,Withdrawal,97364.88,UPI
5013,1188,2023-01-24,Withdrawal,61503.5,Online Transfer
5014,1500,2024-02-18,Deposit,50954.87,IMPS
5015,832,2024-09-30,Withdrawal,27546.84,ATM
5016,527,2023-12-22,Withdrawal,33346.03,Online Transfer
5017,1004,2025-05-29,Deposit,86907.36,ATM
5018,191,2023-01-28,Withdrawal,14939.27,NEFT
5019,1063,2023-10-30,Deposit,93337.88,NEFT
5020,737,2023-01-18,Withdrawal,24168.36,UPI
5021,1531,2023-07-04,Withdrawal,49037.34,UPI
5022,1697,2023-04-20,Deposit,58249.06,UPI
5023,913,2024-11-10,Deposit,9668.42,NEFT
5024,1463,2023-11-14,Withdrawal,63518.91,Online Transfer
5025,163,2023-08-14,Withdrawal,87236.5,UPI
5026,1799,2023-06-04,Withdrawal,96566.7,ATM
5027,1811,2023-06-20,Deposit,45512.98,ATM
5028,148,2024-03-08,Deposit,3120.35,IMPS
5029,1752,2024-01-21,Withdrawal,64966.71,Cash Deposit
5030,127,2023-08-29,Withdrawal,37118.43,Online Transfer
5031,980,2024-11-03,Deposit,9725.21,Online Transfer
5032,471,2024-12-03,Deposit,93853.69,Online Transfer
5033,1783,2024-07-15,Deposit,90940.1,Cash Deposit
5034,1592,2023-12-27,Deposit,34450.81,NEFT
5035,556,2025-01-30,Withdrawal,72980.48,NEFT
5036,1348,2023-07-21,Deposit,16933.0,NEFT
5037,482,2023-06-06,Withdrawal,38794.95,POS
5038,1934,2024-09-18,Withdrawal,75974.24,UPI
5039,1991,2025-01-28,Deposit,37086.55,ATM
5040,1489,2024-09-04,Withdrawal,27205.69,ATM
5041,342,2023-05-31,Deposit,2111.44,Online Transfer
5042,1792,2023-05-13,Deposit,23726.43,NEFT
5043,606,2023-12-04,Withdrawal,35077.21,UPI
5044,1217,2023-04-06,Deposit,14027.01,Online Transfer
5045,389,2024-04-09,Deposit,55528.71,POS
5046,1720,2023-12-29,Deposit,72586.48,POS
5047,1523,2023-03-15,Withdrawal,4339.15,NEFT
5048,216,2024-11-30,Deposit,7533.51,Cash Deposit
5049,307,2023-08-29,Deposit,12056.9,Online Transfer
5050,898,2024-02-08,Withdrawal,29641.8,Cash Deposit
5051,1921,2025-05-03,Deposit,76967.14,NEFT
5052,1640,2023-11-20,Deposit,58585.74,Cash Deposit
5053,330,2024-08-11,Deposit,34176.05,ATM
5054,171,2023-10-25,Deposit,4307.19,POS
5055,1600,2023-07-15,Deposit,63135.32,Online Transfer
5056,1530,2023-02-17,Deposit,56615.64,ATM
5057,880,2024-02-21,Withdrawal,16650.58,Cash Deposit
5058,1653,2024-04-25,Withdrawal,75139.75,Cash Deposit
5059,1532,2025-04-02,Withdrawal,82356.18,IMPS
5060,426,2025-06-09,Deposit,91755.78,UPI
5061,1703,2024-10-28,Deposit,45096.02,Online Transfer
5062,1279,2025-01-15,Deposit,26796.72,Online Transfer
5063,20,2023-04-08,Withdrawal,48933.16,Cash Deposit
5064,1270,2024-09-24,Deposit,36157.64,NEFT
5065,755,2025-05-21,Deposit,7453.04,POS
5066,1214,2023-06-02,Withdrawal,24075.46,POS
5067,1404,2023-05-02,Deposit,4297.4,POS
5068,1264,2025-01-29,Deposit,39370.7,Cash Deposit
5069,1958,2024-01-14,Withdrawal,15886.53,NEFT
5070,870,2023-12-01,Deposit,55549.03,NEFT
5071,1090,2023-07-28,Withdrawal,40238.05,POS
5072,171,2025-04-29,Withdrawal,34516.99,ATM
5073,681,2023-07-27,Withdrawal,11179.07,UPI
5074,653,2023-02-15,Deposit,55049.59,UPI
5075,937,2023-09-03,Withdrawal,36756.36,UPI
5076,1969,2025-02-02,Withdrawal,63944.34,Online Transfer
5077,1802,2024-04-10,Deposit,75980.37,POS
5078,287,2023-12-19,Withdrawal,80854.64,Cash Deposit
5079,841,2023-06-09,Deposit,91663.07,Online Transfer
5080,51,2023-07-09,Withdrawal,6159.08,ATM
5081,1897,2025-03-28,Deposit,85825.8,IMPS
5082,607,2025-03-28,Deposit,40859.27,ATM
5083,1077,2024-02-10,Deposit,94471.9,UPI
5084,1912,2023-07-17,Deposit,83247.98,Cash Deposit
5085,1098,2025-02-06,Deposit,33559.65,ATM
5086,1988,2023-06-09,Withdrawal,13915.27,NEFT
5087,612,2024-12-26,Deposit,67987.33,UPI
5088,1491,2024-03-24,Withdrawal,76202.74,ATM
5089,190,2025-06-09,Withdrawal,45777.42,ATM
5090,1263,2024-11-02,Withdrawal,18840.15,UPI
5091,715,2023-11-11,Withdrawal,3835.16,POS
5092,1677,2024-04-28,Deposit,6138.47,NEFT
5093,244,2024-07-03,Withdrawal,95541.88,ATM
5094,265,2023-03-11,Withdrawal,4448.73,UPI
5095,6,2025-01-09,Withdrawal,84205.93,Online Transfer
5096,390,2023-10-03,Withdrawal,67234.89,UPI
5097,931,2024-03-24,Withdrawal,81281.45,NEFT
5098,276,2024-09-06,Withdrawal,40639.15,NEFT
5099,672,2025-01-20,Withdrawal,26124.1,POS
5100,670,2024-03-15,Withdrawal,35015.48,IMPS
5101,1894,2024-09-22,Deposit,4129.35,IMPS
5102,10,2024-09-24,Deposit,77664.25,IMPS
5103,1485,2025-03-03,Withdrawal,90228.11,NEFT
5104,1460,2024-11-22,Withdrawal,55990.34,Cash Deposit
5105,423,2025-03-20,Deposit,24804.36,ATM
5106,1229,2023-12-31,Deposit,38339.39,POS
5107,1516,2024-01-25,Withdrawal,66035.93,UPI
5108,269,2024-08-28,Deposit,56872.04,POS
5109,1383,2023-11-29,Deposit,22322.57,NEFT
5110,1252,2024-01-21,Withdrawal,54654.59,NEFT
5111,872,2024-09-13,Deposit,23044.28,IMPS
5112,950,2025-06-03,Deposit,95117.76,POS
5113,1427,2024-03-25,Withdrawal,72019.12,Cash Deposit
5114,1151,2024-03-14,Withdrawal,75708.0,NEFT
5115,1434,2023-06-26,Withdrawal,51714.73,IMPS
5116,1526,2024-02-11,Deposit,62314.34,Online Transfer
5117,480,2023-09-12,Withdrawal,14211.39,Cash Deposit
5118,1291,2024-08-19,Withdrawal,98646.07,Cash Deposit
5119,1345,2024-03-30,Deposit,42532.29,IMPS
5120,579,2024-12-02,Withdrawal,77734.54,NEFT
5121,871,2024-09-11,Deposit,44077.95,NEFT
5122,1780,2024-02-25,Deposit,97929.61,IMPS
5123,600,2025-03-04,Deposit,95717.66,Online Transfer
5124,354,2025-02-17,Withdrawal,50716.17,Online Transfer
5125,955,2025-06-09,Withdrawal,80465.63,Cash Deposit
5126,907,2023-07-23,Deposit,28511.56,IMPS
5127,1485,2023-10-16,Deposit,89123.46,Online Transfer
5128,576,2023-09-21,Deposit,2289.69,Cash Deposit
5129,1709,2024-12-01,Withdrawal,57591.39,POS
5130,578,2023-08-31,Withdrawal,90357.95,Cash Deposit
5131,630,2025-01-08,Withdrawal,29347.18,IMPS
5132,1223,2024-07-14,Deposit,50856.14,IMPS
5133,945,2023-03-02,Deposit,34236.25,NEFT
5134,978,2024-09-04,Withdrawal,68858.09,ATM
5135,1878,2023-02-04,Withdrawal,39450.88,IMPS
5136,402,2025-01-09,Withdrawal,97713.7,Online Transfer
5137,651,2024-10-15,Withdrawal,34195.73,IMPS
5138,761,2025-02-09,Withdrawal,44847.86,UPI
5139,1446,2024-09-16,Deposit,90814.16,IMPS
5140,1060,2023-12-24,Withdrawal,79166.96,NEFT
5141,1219,2024-12-03,Withdrawal,15919.87,IMPS
5142,1786,2023-04-28,Deposit,20874.44,UPI
5143,1821,2024-11-07,Withdrawal,37230.27,IMPS
5144,716,2023-03-21,Deposit,82407.68,POS
5145,1422,2023-03-01,Withdrawal,22033.96,UPI
5146,1100,2023-07-01,Withdrawal,16922.32,Cash Deposit
5147,789,2024-03-23,Deposit,18419.41,NEFT
5148,191,2023-02-08,Deposit,15966.1,Cash Deposit
5149,887,2024-10-03,Deposit,86226.32,NEFT
5150,976,2024-04-23,Deposit,90734.99,Online Transfer
5151,631,2024-02-02,Deposit,48747.02,NEFT
5152,783,2025-05-31,Withdrawal,46384.35,NEFT
5153,7,2024-09-05,Deposit,59686.52,IMPS
5154,1220,2024-08-16,Withdrawal,89184.28,UPI
5155,1196,2024-10-09,Withdrawal,76648.06,ATM
5156,210,2024-09-02,Deposit,35092.45,Online Transfer
